idingreso,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado_x,tipo_persona,nombre_proveedor,tipo_documento_proveedor,num_documento_proveedor,direccion_proveedor,telefono_proveedor,email_proveedor,nombre,tipo_documento,num_documento,direccion,telefono,email,clave,estado_y
252770252,Nota de Crédito,2981845,,2017-02-26,36.57,76981.71,Pendiente,proveedor,Jennifer Ortega,NIE,153818532894136,"04401 Smith Glen Suite 790 Dianaberg, KY 37347",701.668.,masonallison@yahoo.com,Kimberly Castro,Pasaporte,147497243950834,"6416 Christopher Forges Suite 140 Lake Taylor, VT 63171",001-752-,ktorres@gmail.com,<memory at 0x143850400>,1
957071548,Ticket de Venta,9869512,,2022-06-11,68.52,5689.95,Reembolsada,proveedor,Dorothy Obrien,DNI,164793257764306,"PSC 2193, Box 5837 APO AE 53180",(565)206,patrick51@hotmail.com,Katrina Smith,NIE,172086500202105,"83168 Eddie Mill West Wesley, NC 23490",374-638-,stevengonzalez@yahoo.com,<memory at 0x14383d6c0>,1
547337444,Nota de Crédito,6845638,,2016-06-11,61.81,27141.87,Reembolsada,proveedor,Jesse Davis,Pasaporte,197244994285713,"270 Haynes Mount South Ashlee, LA 94246",(538)345,kmiller@gmail.com,Katrina Smith,NIE,172086500202105,"83168 Eddie Mill West Wesley, NC 23490",374-638-,stevengonzalez@yahoo.com,<memory at 0x14383d6c0>,1
917379365,Ticket de Venta,4788536,,2018-02-20,63.8,67661.11,Reembolsada,proveedor,Dorothy Obrien,DNI,164793257764306,"PSC 2193, Box 5837 APO AE 53180",(565)206,patrick51@hotmail.com,Jessica Marshall,NIE,156868350097883,"5326 Daniel Inlet Phillipschester, TX 62267",949.283.,vroberts@hotmail.com,<memory at 0x1437fec80>,0
790481848,Boleta de Venta,9182129,,2017-05-23,32.1,66846.34,Completada,proveedor,Dorothy Obrien,DNI,164793257764306,"PSC 2193, Box 5837 APO AE 53180",(565)206,patrick51@hotmail.com,Cory Johnson,Pasaporte,164532650013220,"0818 James Meadow Humphreybury, MD 11532",001-710-,fcross@hotmail.com,<memory at 0x143800580>,0
568725693,Nota de Crédito,2416848,,2021-03-21,32.39,81553.47,En proceso,proveedor,James Campos,NIE,120191437654829,"46872 Rodriguez Fort Mitchellborough, KS 26290",30529191,vmitchell@gmail.com,Walter Anderson,NIE,195042988754109,"101 Heather Rest South Ashley, SC 27735",55255853,hmorse@hotmail.com,<memory at 0x143817a00>,0
405665987,Nota de Débito,9582805,,2021-01-01,49.32,7735.66,Completada,proveedor,Jennifer Barrett,NIE,169433569283966,"25735 Knight Stream Suite 664 Scottville, WA 47394",001-403-,manuelflores@yahoo.com,Larry Clark,Pasaporte,164163700645507,"3377 Chapman Unions West Amanda, NJ 27393",265-408-,franksabrina@gmail.com,<memory at 0x14383d9c0>,0
823667307,Nota de Débito,7373485,,2018-06-03,32.85,36730.45,Pendiente,proveedor,Alyssa Preston,NIE,166140123268368,"7243 Alexandra Road Apt. 397 Samuelport, TN 51136",247-383-,pbowen@gmail.com,Larry Clark,Pasaporte,164163700645507,"3377 Chapman Unions West Amanda, NJ 27393",265-408-,franksabrina@gmail.com,<memory at 0x14383d9c0>,0
313506341,Nota de Débito,8901203,,2016-01-10,34.26,36325.46,Reembolsada,proveedor,Jennifer Barrett,NIE,169433569283966,"25735 Knight Stream Suite 664 Scottville, WA 47394",001-403-,manuelflores@yahoo.com,Darren Stone,Pasaporte,150871133211911,"73573 Eric Highway Apt. 968 South Jonathan, WA 90653",+1-582-5,miranda17@gmail.com,<memory at 0x143825900>,0
406541891,Factura,5766700,,2018-02-14,22.89,34772.7,Pendiente,proveedor,Jennifer Barrett,NIE,169433569283966,"25735 Knight Stream Suite 664 Scottville, WA 47394",001-403-,manuelflores@yahoo.com,David Guzman,NIE,129050431751860,"2483 Kevin Common Lake David, MI 63373",58726890,kennedyrobin@gmail.com,<memory at 0x14383eec0>,1
637677764,Recibo,8429790,,2020-09-09,7.74,54242.87,En proceso,proveedor,Diana Perry,Tarjeta Residencia,121538573007349,"578 Martinez Overpass Suite 825 Martintown, WI 29551",767.579.,donwallace@yahoo.com,Seth Anderson,DNI,107224561641921,"9199 Walter Spring Larsontown, NV 64109",+1-963-3,pmosley@hotmail.com,<memory at 0x1437fdfc0>,0
660554459,Recibo,8260367,,2016-03-21,95.52,98368.47,En proceso,proveedor,Taylor Mills,Pasaporte,196143705197443,"2042 Chelsea Streets West Patrick, WI 13735",(713)272,meghandoyle@gmail.com,Seth Anderson,DNI,107224561641921,"9199 Walter Spring Larsontown, NV 64109",+1-963-3,pmosley@hotmail.com,<memory at 0x1437fdfc0>,0
205048879,Factura,8885290,,2018-12-04,69.3,48293.96,Cancelada,proveedor,Nicole Jackson,NIE,164930448248469,"06492 Reeves Lodge Apt. 269 Katherinemouth, CA 25603",(489)471,wellsglenn@yahoo.com,Seth Anderson,DNI,107224561641921,"9199 Walter Spring Larsontown, NV 64109",+1-963-3,pmosley@hotmail.com,<memory at 0x1437fdfc0>,0
126762660,Nota de Débito,8226430,,2021-01-29,35.87,34764.95,Reembolsada,proveedor,Joseph Hall,DNI,170883691586564,"9225 Derek Prairie Lake Michael, HI 09148",+1-364-5,katherinemcdonald@yahoo.com,Seth Anderson,DNI,107224561641921,"9199 Walter Spring Larsontown, NV 64109",+1-963-3,pmosley@hotmail.com,<memory at 0x1437fdfc0>,0
775081658,Nota de Crédito,2723485,,2015-03-27,72.6,27160.39,Cancelada,proveedor,Diana Perry,Tarjeta Residencia,121538573007349,"578 Martinez Overpass Suite 825 Martintown, WI 29551",767.579.,donwallace@yahoo.com,Debbie Small,NIE,161494680478811,"297 Miller Trail East Donaldhaven, NV 22059",001-545-,jon80@yahoo.com,<memory at 0x143815840>,0
215156935,Recibo,3148000,,2016-01-12,63.08,48738.18,Cancelada,proveedor,Brian Whitney,DNI,125930112089403,"803 Washington Mission Lake Juliefurt, VT 36618",841-330-,jonathan56@gmail.com,Derek Hines,NIE,148884121957550,"1933 Solis Brook Suite 602 East Stephanieville, GU 85806",+1-511-2,kenneth80@hotmail.com,<memory at 0x143817280>,1
628333143,Nota de Crédito,5407371,,2021-10-13,49.44,34709.5,Reembolsada,proveedor,Marvin Turner,NIE,140360987120030,"416 Jeremy Grove North Michelle, SD 49770",(519)512,rsmith@hotmail.com,Terri Reed,DNI,161714656120455,"529 Martinez Common Munozland, GU 82367",93523760,flindsey@hotmail.com,<memory at 0x14383dc00>,0
276558220,Boleta de Venta,9609654,,2017-02-25,30.84,89793.85,Completada,proveedor,Tammy Stewart,NIE,162985069121040,"57936 Robert Walks Sandraborough, GU 42108",(807)524,kennedyyvette@gmail.com,Terri Reed,DNI,161714656120455,"529 Martinez Common Munozland, GU 82367",93523760,flindsey@hotmail.com,<memory at 0x14383dc00>,0
568674527,Recibo,5337325,,2021-10-20,46.21,82849.55,Pendiente,proveedor,Christopher Watson,Tarjeta Residencia,156633447846066,"91480 Young Track Apt. 969 Port Wesleyfurt, LA 07704",001-622-,klarsen@gmail.com,Brooke Wyatt,NIE,195215333885924,"739 Kathryn Mountains South Curtis, ME 91530",449-357-,sthompson@yahoo.com,<memory at 0x14386a080>,0
636165408,Nota de Débito,4191481,,2021-11-25,29.68,47528.94,En proceso,proveedor,Christopher Watson,Tarjeta Residencia,156633447846066,"91480 Young Track Apt. 969 Port Wesleyfurt, LA 07704",001-622-,klarsen@gmail.com,Erin Wells,DNI,110385466585362,"PSC 7079, Box 2408 APO AP 88801",+1-974-2,beaton@gmail.com,<memory at 0x1437f1c00>,1
166483830,Recibo,5031814,,2021-12-06,95.48,79108.37,Pendiente,proveedor,Christopher Watson,Tarjeta Residencia,156633447846066,"91480 Young Track Apt. 969 Port Wesleyfurt, LA 07704",001-622-,klarsen@gmail.com,William Holder,NIE,144066135269892,"8776 Sherri Cliffs Charlesmouth, TX 85081",001-484-,tom28@gmail.com,<memory at 0x1437ffac0>,1
149168108,Factura,2830316,,2016-10-28,15.07,99420.72,Cancelada,proveedor,Christopher Watson,Tarjeta Residencia,156633447846066,"91480 Young Track Apt. 969 Port Wesleyfurt, LA 07704",001-622-,klarsen@gmail.com,Shelly Valdez,DNI,120811672382015,"43150 Nathan Mills Ramirezburgh, NY 38868",(967)888,josephgaines@hotmail.com,<memory at 0x143800b80>,1
143683816,Nota de Crédito,8302834,,2015-10-20,90.48,79092.48,Pendiente,proveedor,Daniel Howell,Tarjeta Residencia,180631525698875,"5668 Petty Cove Apt. 730 Johnsonmouth, SD 73202",+1-585-4,iphillips@yahoo.com,Pedro Harrison,Pasaporte,170249177088470,"4994 Karen Spring Apt. 732 Port William, KS 93813",001-811-,mary55@hotmail.com,<memory at 0x1437feb00>,0
317006167,Factura,7414143,,2019-11-15,14.5,7368.18,Pendiente,proveedor,Daniel Howell,Tarjeta Residencia,180631525698875,"5668 Petty Cove Apt. 730 Johnsonmouth, SD 73202",+1-585-4,iphillips@yahoo.com,Anthony Kennedy,DNI,161179857447935,"PSC 7872, Box 0269 APO AA 71079",(321)426,patriciabarnes@yahoo.com,<memory at 0x143813940>,1
217638388,Ticket de Venta,3354063,,2017-10-09,13.49,40322.03,Completada,proveedor,Lorraine Harris,DNI,178283619166337,"786 Eric Lodge Suite 728 Lake Aaron, ME 00818",87735071,ofoster@hotmail.com,Anthony Kennedy,DNI,161179857447935,"PSC 7872, Box 0269 APO AA 71079",(321)426,patriciabarnes@yahoo.com,<memory at 0x143813940>,1
977124141,Factura,8241994,,2018-01-08,40.09,61739.32,Cancelada,proveedor,Daniel Howell,Tarjeta Residencia,180631525698875,"5668 Petty Cove Apt. 730 Johnsonmouth, SD 73202",+1-585-4,iphillips@yahoo.com,Nathan Martinez,NIE,152464785061521,"711 Walker Causeway Suite 136 Greenville, WI 87335",689.938.,adam90@yahoo.com,<memory at 0x14383e080>,0
462474849,Factura,4828735,,2022-10-17,99.94,25555.31,Reembolsada,proveedor,Daniel Howell,Tarjeta Residencia,180631525698875,"5668 Petty Cove Apt. 730 Johnsonmouth, SD 73202",+1-585-4,iphillips@yahoo.com,Karen Summers,DNI,147614655978277,"49270 Simmons Square Port Mark, CT 33673",+1-811-8,tonya46@yahoo.com,<memory at 0x14380a2c0>,1
267139309,Factura,6031606,,2017-02-19,6.75,2951.38,En proceso,proveedor,William Taylor,Tarjeta Residencia,132337286349262,"7632 Miller Place Lake Jennifer, NC 79925",82526713,carpentersamuel@yahoo.com,Kenneth Reyes,DNI,126286420036576,"935 Myers Expressway New Marybury, GA 27210",+1-595-5,buchanananna@hotmail.com,<memory at 0x143812d40>,0
430979678,Ticket de Venta,2288277,,2017-08-15,40.51,27989.11,Cancelada,proveedor,William Taylor,Tarjeta Residencia,132337286349262,"7632 Miller Place Lake Jennifer, NC 79925",82526713,carpentersamuel@yahoo.com,Jennifer Smith,DNI,163637507751535,"3240 Jennifer Junctions Suite 127 Lake Cheyenne, CA 95519",(483)266,nguyencharles@hotmail.com,<memory at 0x14383cf40>,0
916031731,Ticket de Venta,4983047,,2018-07-28,0.29,33914.02,Completada,proveedor,Claudia Perkins,NIE,154126076598140,"075 Steven Pike West Rachelfurt, VA 76842",(532)201,espinozajenna@gmail.com,Brittany Freeman,Pasaporte,113111014143340,"27470 Flores Drive New Brad, OH 44711",921-624-,adambarton@yahoo.com,<memory at 0x143827640>,0
964215291,Ticket de Venta,5433900,,2015-01-29,13.02,96985.86,Reembolsada,proveedor,Claudia Perkins,NIE,154126076598140,"075 Steven Pike West Rachelfurt, VA 76842",(532)201,espinozajenna@gmail.com,Erin Wells,Pasaporte,169223614978185,"15131 Anthony Crest Apt. 782 Toddberg, DC 78572",(202)831,jackmccarthy@gmail.com,<memory at 0x1437ee500>,1
718794693,Nota de Crédito,5687247,,2015-08-13,88.99,89531.94,Reembolsada,proveedor,Douglas Beck,NIE,109682266573908,"270 Jacqueline Way Suite 598 Meyersfort, RI 99344",532.825.,dclark@yahoo.com,Erin Wells,Pasaporte,169223614978185,"15131 Anthony Crest Apt. 782 Toddberg, DC 78572",(202)831,jackmccarthy@gmail.com,<memory at 0x1437ee500>,1
217127439,Boleta de Venta,7707192,,2016-08-01,46.21,31224.67,Reembolsada,proveedor,Claudia Perkins,NIE,154126076598140,"075 Steven Pike West Rachelfurt, VA 76842",(532)201,espinozajenna@gmail.com,Mr. Jacob Hensley,Pasaporte,127469025718074,"461 Aaron Extension Apt. 518 East Mia, WV 01417",982.975.,danielleball@yahoo.com,<memory at 0x143851e40>,1
900346497,Factura,1475283,,2017-05-30,3.79,46472.66,Completada,proveedor,Claudia Perkins,NIE,154126076598140,"075 Steven Pike West Rachelfurt, VA 76842",(532)201,espinozajenna@gmail.com,Monica Cortez,NIE,196104868775687,"4590 Wright Green Apt. 771 West Joseph, HI 84470",(441)350,gsantos@hotmail.com,<memory at 0x143850c40>,1
444546097,Boleta de Venta,4725810,,2016-06-04,96.54,78136.14,Completada,proveedor,James Ramos,DNI,154401489829584,"757 Michelle Roads Suite 278 Port Diamond, TN 91378",544.864.,cohenbenjamin@yahoo.com,Monica Cortez,NIE,196104868775687,"4590 Wright Green Apt. 771 West Joseph, HI 84470",(441)350,gsantos@hotmail.com,<memory at 0x143850c40>,1
409276660,Nota de Crédito,6465801,,2016-09-28,5.76,79045.35,Completada,proveedor,Richard Gilbert DVM,Pasaporte,187543957842259,"0313 Ryan Avenue Apt. 117 South Eddiestad, WY 90400",+1-587-9,perkinsryan@yahoo.com,Christina Hawkins,Pasaporte,163887028321788,"00633 Daniel Bypass New Ryan, HI 08747",+1-472-7,johnmiller@gmail.com,<memory at 0x1438322c0>,0
875976952,Nota de Débito,9677064,,2017-04-21,65.54,40531.22,En proceso,proveedor,Theresa Crosby,NIE,110473499320461,"5221 David Corners West Sarah, WY 08847",001-328-,nelsonbrittany@yahoo.com,Benjamin Erickson,Pasaporte,166549672196384,"4097 Erik Summit Apt. 533 Bakerland, LA 24415",001-819-,qbruce@gmail.com,<memory at 0x1437f2200>,1
495962363,Factura,7878927,,2021-05-31,61.63,2313.02,Pendiente,proveedor,Luke Grimes,Tarjeta Residencia,197967736181636,"13506 Hoover Keys Suite 346 Port Randy, WA 01191",(992)721,scott86@gmail.com,Erica Alexander,Pasaporte,185138440830406,"53508 Freeman Ferry Suite 826 Hawkinsmouth, UT 26982",38840129,scottmartinez@yahoo.com,<memory at 0x143831300>,0
164558488,Nota de Crédito,1011323,,2015-02-19,34.75,60016.7,Cancelada,proveedor,Luke Grimes,Tarjeta Residencia,197967736181636,"13506 Hoover Keys Suite 346 Port Randy, WA 01191",(992)721,scott86@gmail.com,Carolyn Fox,Pasaporte,116089272577750,"95735 Nicole Spur Apt. 380 Lake Josephland, GU 34286",001-386-,charles00@hotmail.com,<memory at 0x143850100>,0
369662203,Factura,4206870,,2018-05-09,71.52,39058.96,En proceso,proveedor,Peter Anderson,DNI,105161681392041,USS Johnson FPO AE 34226,(597)347,sullivanmonica@yahoo.com,Michelle Vaughn,NIE,182040626353775,"336 Sharon Mountains Apt. 910 Jameshaven, DC 59787",(758)644,nsanford@hotmail.com,<memory at 0x14383d480>,1
256709013,Factura,8059327,,2021-08-23,3.79,73521.7,Cancelada,proveedor,Gary Bryant,NIE,105861988287893,"11097 Salinas Drive New Crystalchester, MS 04900",(892)770,johnsonnicole@hotmail.com,Michelle Vaughn,NIE,182040626353775,"336 Sharon Mountains Apt. 910 Jameshaven, DC 59787",(758)644,nsanford@hotmail.com,<memory at 0x14383d480>,1
106799910,Nota de Crédito,1534787,,2015-01-14,80.55,84050.64,En proceso,proveedor,Larry Ruiz,Tarjeta Residencia,111039789480650,"1900 Rebecca View Williamborough, RI 07182",001-724-,christina17@gmail.com,Michelle Vaughn,NIE,182040626353775,"336 Sharon Mountains Apt. 910 Jameshaven, DC 59787",(758)644,nsanford@hotmail.com,<memory at 0x14383d480>,1
234813336,Nota de Crédito,1687456,,2022-02-25,50.82,64263.58,Pendiente,proveedor,Peter Anderson,DNI,105161681392041,USS Johnson FPO AE 34226,(597)347,sullivanmonica@yahoo.com,Candace Hernandez,DNI,140207697877817,"6558 Rebecca Plaza Michaelstad, CO 82058",(919)425,vaughncasey@hotmail.com,<memory at 0x14380ab00>,1
425711874,Nota de Crédito,4749596,,2018-04-11,26.32,85506.27,Pendiente,proveedor,Kathleen Blair,Pasaporte,130063569472549,"056 Melvin Flat Suite 987 South Carolynstad, NY 82387",001-242-,jared89@gmail.com,Brandon Savage,DNI,194461441080852,"45938 Baker Extension Suite 924 Woodhaven, NM 59406",84064923,lisacurtis@gmail.com,<memory at 0x143832bc0>,1
645850384,Nota de Crédito,5508333,,2022-01-31,27.19,69639.28,Cancelada,proveedor,Kathleen Blair,Pasaporte,130063569472549,"056 Melvin Flat Suite 987 South Carolynstad, NY 82387",001-242-,jared89@gmail.com,Cynthia Little,DNI,113260847322562,"736 Hunt Lights Lake Andrew, TX 69124",710-733-,gloria39@gmail.com,<memory at 0x143831240>,0
577102934,Recibo,5231709,,2016-01-07,86.15,56074.68,Completada,proveedor,Teresa Rush,Pasaporte,115389149668902,"85768 Edward Summit Apt. 641 Morrisfurt, KY 70955",871.460.,denise87@hotmail.com,Cynthia Little,DNI,113260847322562,"736 Hunt Lights Lake Andrew, TX 69124",710-733-,gloria39@gmail.com,<memory at 0x143831240>,0
618333990,Nota de Crédito,2015003,,2017-08-02,72.81,6797.53,Reembolsada,proveedor,Kathleen Blair,Pasaporte,130063569472549,"056 Melvin Flat Suite 987 South Carolynstad, NY 82387",001-242-,jared89@gmail.com,Mr. Joshua Williams Jr.,Pasaporte,119467697732716,"405 Emily Burg Suite 560 South Jeffreyfort, NM 82296",418-643-,boothlouis@gmail.com,<memory at 0x143816080>,0
662417668,Nota de Débito,7776545,,2020-06-13,59.42,10703.62,En proceso,proveedor,Donald Brown,Pasaporte,103433458963463,"508 Angela Common Gilbertburgh, LA 65284",460-288-,pam80@gmail.com,Jamie Duran,NIE,110206411389599,"21288 Gill Inlet West Richardhaven, FL 36856",(373)699,jennycallahan@gmail.com,<memory at 0x143803280>,1
965779717,Ticket de Venta,4931874,,2021-09-08,2.19,81540.79,Reembolsada,proveedor,Pedro Carpenter,Tarjeta Residencia,163542233016715,"75470 Warner Island Apt. 210 Stoneburgh, NJ 77529",585-351-,stacy61@hotmail.com,Victor Sanders,Pasaporte,111484281244821,"389 Castaneda Club West Adamview, NE 59294",268-730-,kevin12@yahoo.com,<memory at 0x143816a40>,1
537786629,Ticket de Venta,3504419,,2017-09-24,4.29,8955.25,En proceso,proveedor,Victoria Werner MD,Tarjeta Residencia,185752230539139,USCGC Ramirez FPO AA 65337,+1-883-2,dsmith@yahoo.com,Patricia Smith,Pasaporte,110692142403416,"1424 Marco Road Suite 465 Penaborough, MP 70832",(512)890,michelle23@yahoo.com,<memory at 0x1438528c0>,0
772835594,Nota de Crédito,6539557,,2016-07-25,25.02,93351.21,Pendiente,proveedor,Tracy Lewis,Pasaporte,170258604611953,"99210 David Spurs Port Kaitlinview, ME 11604",325.720.,kvillanueva@yahoo.com,William Levy,DNI,166801006864910,"2828 Kenneth Prairie Port Sarah, OK 81458",+1-555-2,max66@yahoo.com,<memory at 0x1437fff40>,1
361823989,Nota de Débito,2039537,,2018-01-26,9.84,44194.58,Reembolsada,proveedor,Tracy Lewis,Pasaporte,170258604611953,"99210 David Spurs Port Kaitlinview, ME 11604",325.720.,kvillanueva@yahoo.com,Sarah Miller,NIE,172098727642215,"931 Ryan Estates Brownport, AZ 40038",(386)731,mary24@hotmail.com,<memory at 0x143815d80>,0
597481741,Nota de Débito,8653095,,2015-01-10,79.11,1394.75,Pendiente,proveedor,Melissa Diaz,Tarjeta Residencia,197879816642699,"07356 Crawford Mission Suite 126 Hannahborough, FL 79091",482-589-,pobrien@yahoo.com,Stephanie Browning,Pasaporte,185343934341072,"PSC 5551, Box 3710 APO AE 04967",001-760-,samantha52@yahoo.com,<memory at 0x143869900>,1
605780649,Ticket de Venta,3003113,,2015-09-05,8.41,8653.39,Cancelada,proveedor,Melissa Diaz,Tarjeta Residencia,197879816642699,"07356 Crawford Mission Suite 126 Hannahborough, FL 79091",482-589-,pobrien@yahoo.com,Marcus Sanders,NIE,154541026119080,"2972 Anderson Mews Lake Benjamin, AR 78100",(489)806,ofranklin@hotmail.com,<memory at 0x143830a00>,0
288471311,Recibo,7911720,,2019-08-09,14.19,99360.11,Cancelada,proveedor,Tiffany Hunt MD,DNI,164490650247311,"4059 Leonard Pines Suite 467 Bradleyhaven, WV 39270",(235)710,qgonzales@yahoo.com,Joshua Russell,Pasaporte,106278437855426,"03915 Terri Falls Perezland, OR 12376",+1-309-8,crossheather@gmail.com,<memory at 0x1437efe80>,0
544807669,Factura,1575709,,2016-09-26,55.5,63522.11,Pendiente,proveedor,Sheri Alvarez,Pasaporte,169201944787546,"086 Cox Rapid Suite 252 Johnstad, AR 74505",681.694.,williamsjames@yahoo.com,Joshua Russell,Pasaporte,106278437855426,"03915 Terri Falls Perezland, OR 12376",+1-309-8,crossheather@gmail.com,<memory at 0x1437efe80>,0
683893005,Recibo,2490660,,2018-01-26,65.89,84287.4,Pendiente,proveedor,Mary Miller,Pasaporte,198739806194318,Unit 9503 Box 1154 DPO AA 24277,+1-697-4,williamsampson@hotmail.com,Chase Garza,NIE,100645637685066,"2165 Prince Squares West Erin, CA 28626",001-945-,daniel95@hotmail.com,<memory at 0x1438522c0>,0
910670101,Ticket de Venta,8245548,,2023-08-04,13.75,26626.53,Cancelada,proveedor,Seth Brooks,NIE,172597665348594,"563 Alexandra Springs North Nicolemouth, IA 51865",77222744,lramirez@hotmail.com,Kathryn Ingram,NIE,106608863596400,"958 Lee Meadow Suite 670 West Donald, KY 30757",508-929-,rmorgan@gmail.com,<memory at 0x143852ec0>,1
350858865,Nota de Débito,3264089,,2019-05-29,26.82,26603.05,En proceso,proveedor,Seth Brooks,NIE,172597665348594,"563 Alexandra Springs North Nicolemouth, IA 51865",77222744,lramirez@hotmail.com,Jesse Williams,NIE,126356431900915,"80405 Reynolds Junctions Rodneychester, VT 12902",242-878-,william28@yahoo.com,<memory at 0x1437f0f40>,0
188843241,Ticket de Venta,2786515,,2017-03-01,18.26,62184.73,En proceso,proveedor,Patrick Hill,DNI,178438147004684,"590 Shannon Square Lindseychester, AZ 63145",(698)915,anne92@yahoo.com,Jesse Williams,NIE,126356431900915,"80405 Reynolds Junctions Rodneychester, VT 12902",242-878-,william28@yahoo.com,<memory at 0x1437f0f40>,0
743741279,Ticket de Venta,3731318,,2017-01-15,28.55,11240.86,Cancelada,proveedor,Seth Brooks,NIE,172597665348594,"563 Alexandra Springs North Nicolemouth, IA 51865",77222744,lramirez@hotmail.com,Jennifer Cooper,DNI,195667295063297,"24945 Burton Branch Suite 477 Francoshire, KY 57108",611-854-,shelbynelson@yahoo.com,<memory at 0x143825480>,1
744644888,Recibo,9697581,,2021-02-02,6.29,21138.05,Reembolsada,proveedor,Tara Lambert,NIE,118587781262305,"61438 Lawson Plains Apt. 000 Sharonland, KS 43229",43573048,kimberlyramsey@yahoo.com,Stephanie Mahoney,DNI,180911212366895,"2391 Jennifer Stream Suite 303 South Keith, AZ 36783",+1-695-4,nelsonjeremy@yahoo.com,<memory at 0x143814a00>,0
666167843,Boleta de Venta,8002126,,2020-09-29,87.1,81386.84,Pendiente,proveedor,Regina Patterson,Tarjeta Residencia,198046435446995,"690 Thompson Greens Suite 729 East Ebonyton, PA 30146",309.924.,sarah39@gmail.com,Stephanie Mahoney,DNI,180911212366895,"2391 Jennifer Stream Suite 303 South Keith, AZ 36783",+1-695-4,nelsonjeremy@yahoo.com,<memory at 0x143814a00>,0
598889998,Nota de Débito,7386625,,2021-01-17,42.46,44229.64,Completada,proveedor,Marilyn Baker,NIE,194696983215458,"44222 Scott Islands North Brandon, VA 97288",+1-355-7,christopherthomas@hotmail.com,Stephanie Mahoney,DNI,180911212366895,"2391 Jennifer Stream Suite 303 South Keith, AZ 36783",+1-695-4,nelsonjeremy@yahoo.com,<memory at 0x143814a00>,0
678824555,Nota de Crédito,4913840,,2021-12-28,65.43,28212.55,Cancelada,proveedor,Tara Lambert,NIE,118587781262305,"61438 Lawson Plains Apt. 000 Sharonland, KS 43229",43573048,kimberlyramsey@yahoo.com,John Nguyen,DNI,104091821056518,"PSC 2408, Box 2616 APO AE 89677",001-511-,nicole02@gmail.com,<memory at 0x1437ffb80>,0
277553816,Nota de Crédito,2810596,,2019-05-21,9.66,1528.27,Completada,proveedor,Tara Lambert,NIE,118587781262305,"61438 Lawson Plains Apt. 000 Sharonland, KS 43229",43573048,kimberlyramsey@yahoo.com,Jodi Gallagher,DNI,129430170298127,"71498 Carl Avenue East Michael, DC 85295",357.919.,elizabethortiz@gmail.com,<memory at 0x143850e80>,0
895918364,Nota de Débito,8065330,,2015-12-13,86.8,32113.49,Completada,proveedor,Warren Hines,Pasaporte,143149441627838,"511 Bell Street Suite 126 North Stephanie, OR 29314",643.392.,lindsayramos@yahoo.com,Tyler Donovan,NIE,179088216510066,"761 Smith Highway Elizabethville, TX 38943",001-547-,kbenton@hotmail.com,<memory at 0x14383d540>,1
241991163,Boleta de Venta,5586406,,2018-06-05,13.55,41099.33,Reembolsada,proveedor,Warren Hines,Pasaporte,143149441627838,"511 Bell Street Suite 126 North Stephanie, OR 29314",643.392.,lindsayramos@yahoo.com,Cody Campbell,NIE,174029720707044,"666 Carol Cove Suite 767 Lake Jennifer, MO 88332",294.833.,barbara69@hotmail.com,<memory at 0x143869f00>,0
138309917,Boleta de Venta,2892082,,2021-05-27,39.86,71307.75,Cancelada,proveedor,Stephen Phillips,Pasaporte,129035870546732,"007 Smith Isle East Jasmine, KS 83487",+1-266-9,jared82@yahoo.com,Cheryl Boyd,Pasaporte,173417991615744,"6377 Donna Field Christopherborough, FL 28516",249-930-,ldawson@gmail.com,<memory at 0x1438253c0>,1
150268917,Nota de Débito,7064582,,2016-07-18,8.95,28467.47,En proceso,proveedor,Louis Pittman,Tarjeta Residencia,145565807594359,"64557 Stephen Pines Port Jay, AL 23617",001-959-,eric37@gmail.com,Cheryl Boyd,Pasaporte,173417991615744,"6377 Donna Field Christopherborough, FL 28516",249-930-,ldawson@gmail.com,<memory at 0x1438253c0>,1
840717148,Boleta de Venta,2458480,,2018-07-14,45.95,2040.34,Cancelada,proveedor,Mia Hunter,NIE,160688060652520,"36393 Cook Fort Suite 106 East Timothy, NH 04698",971-637-,faulknersheila@gmail.com,Cheryl Boyd,Pasaporte,173417991615744,"6377 Donna Field Christopherborough, FL 28516",249-930-,ldawson@gmail.com,<memory at 0x1438253c0>,1
898798595,Factura,1162247,,2021-07-27,3.37,95954.48,Completada,proveedor,Stephen Phillips,Pasaporte,129035870546732,"007 Smith Isle East Jasmine, KS 83487",+1-266-9,jared82@yahoo.com,Laura Medina,DNI,178432898163303,"157 Doyle Tunnel Smithhaven, IL 10909",001-837-,johnstonbenjamin@yahoo.com,<memory at 0x1438013c0>,1
671373600,Nota de Crédito,2914612,,2017-11-20,34.98,25895.34,Pendiente,proveedor,Christina Lyons,Tarjeta Residencia,172995693457731,"18936 Miller Lodge Susanhaven, DE 70417",(860)551,rrios@hotmail.com,Cameron Nguyen,NIE,116346996370946,"611 Garcia Parkways Jeffreyshire, NM 71012",779-489-,dlawson@hotmail.com,<memory at 0x1438325c0>,1
951478877,Boleta de Venta,6924948,,2021-02-11,99.45,81657.48,Pendiente,proveedor,Christina Lyons,Tarjeta Residencia,172995693457731,"18936 Miller Lodge Susanhaven, DE 70417",(860)551,rrios@hotmail.com,Nicholas Douglas,DNI,195105778899925,"748 Morrison Creek Paulside, AL 32091",452-653-,brenda87@gmail.com,<memory at 0x143812740>,0
