idventa,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado_venta,tipo_persona,nombre_cliente,tipo_documento_cliente,num_documento_cliente,direccion_cliente,telefono_cliente,email_cliente,nombre_usuario,tipo_documento_usuario,num_documento_usuario,direccion_usuario,telefono_usuario,email_usuario,clave,estado_cliente
526607,Nota de Débito,7776550,63564094,2018-04-16,79.54,78075.77,En proceso,cliente,Dennis Rodriguez,Pasaporte,181821329306332,"35107 Gloria Island Brittanymouth, MA 21388",(315)610,ramirezjuan@hotmail.com,Troy Lewis,DNI,150223351874403,"273 Brown Gardens Apt. 161 North Lisaberg, NH 71120",913-512-,umorton@gmail.com,<memory at 0x11df1e5c0>,0
556008,Nota de Débito,8809481,34364417,2020-08-22,68.49,91040.36,En proceso,cliente,Jonathan Clements,Pasaporte,134067435703201,"76879 Robert Coves Suite 267 New Bryantown, NV 06707",001-254-,andreasparks@yahoo.com,Troy Lewis,DNI,150223351874403,"273 Brown Gardens Apt. 161 North Lisaberg, NH 71120",913-512-,umorton@gmail.com,<memory at 0x11df1e5c0>,0
684313,Factura,8505645,89381192,2020-08-13,32.95,18342.46,En proceso,cliente,Christina Mcgee,Tarjeta Residencia,150366429937879,"526 Anthony Port Apt. 970 North John, PW 08682",771.413.,mcbridetrevor@yahoo.com,Rachel Davis,NIE,113082538353697,"825 Mathis Crossroad Suite 411 West Ashley, MN 34252",796.589.,usantiago@gmail.com,<memory at 0x11df225c0>,1
359151,Factura,6411020,45232926,2020-06-03,2.7,77687.21,Cancelada,cliente,Christina Mcgee,Tarjeta Residencia,150366429937879,"526 Anthony Port Apt. 970 North John, PW 08682",771.413.,mcbridetrevor@yahoo.com,Albert Fox,NIE,136309697975265,"4102 William Springs Kennethburgh, SC 10480",+1-459-3,zrobinson@gmail.com,<memory at 0x11df20e80>,0
874212,Boleta de Venta,7405261,42884820,2018-11-10,41.33,9178.84,Completada,cliente,Jeffrey Chase,DNI,100662851517667,"PSC 0216, Box 4425 APO AE 25748",450-326-,aprilpacheco@yahoo.com,Albert Fox,NIE,136309697975265,"4102 William Springs Kennethburgh, SC 10480",+1-459-3,zrobinson@gmail.com,<memory at 0x11df20e80>,0
189561,Boleta de Venta,2237565,38755471,2018-05-25,4.85,18156.96,Cancelada,cliente,Christina Mcgee,Tarjeta Residencia,150366429937879,"526 Anthony Port Apt. 970 North John, PW 08682",771.413.,mcbridetrevor@yahoo.com,Sydney Richards,DNI,153784813120493,"0581 Norton Expressway Apt. 598 Lorimouth, TN 91201",527.463.,wwilliams@yahoo.com,<memory at 0x11df21180>,1
941453,Nota de Débito,2389364,67906950,2015-06-23,21.67,87173.09,Reembolsada,cliente,Anthony Serrano,DNI,182762799784869,"467 Joy Knoll Martinland, NY 60281",479-327-,fosterjames@yahoo.com,Sydney Richards,DNI,153784813120493,"0581 Norton Expressway Apt. 598 Lorimouth, TN 91201",527.463.,wwilliams@yahoo.com,<memory at 0x11df21180>,1
373019,Ticket de Venta,8091949,16302414,2015-06-01,80.16,81978.77,Reembolsada,cliente,Nathaniel Jackson,DNI,130054661539033,USNS Powers FPO AP 79470,53334503,fblack@hotmail.com,Laura Parks,NIE,109288754367879,"60070 West Park Rosetown, MO 98597",(672)855,pfitzpatrick@yahoo.com,<memory at 0x11df368c0>,0
850783,Factura,8391552,66386833,2019-04-16,65.27,53219.74,Reembolsada,cliente,Nathaniel Jackson,DNI,130054661539033,USNS Powers FPO AP 79470,53334503,fblack@hotmail.com,Kimberly Thomas,DNI,170308751705005,"265 Jerry River Bowmanstad, IA 77450",(583)850,cameronharris@gmail.com,<memory at 0x11df1fe80>,1
570730,Boleta de Venta,5121353,32998764,2021-05-11,87.41,50855.35,Cancelada,cliente,Nathaniel Jackson,DNI,130054661539033,USNS Powers FPO AP 79470,53334503,fblack@hotmail.com,Tina Russell,DNI,120424584878577,"655 Wiley Cove Georgestad, NY 58382",47479576,caseymeagan@gmail.com,<memory at 0x11df0e140>,0
489278,Ticket de Venta,7761706,22144836,2018-05-23,3.56,9980.54,Completada,cliente,Deborah Mendez,DNI,124229298569562,"599 Destiny Shoal Suite 800 Conwayfort, AL 97221",(585)896,whitesue@hotmail.com,Tina Russell,DNI,120424584878577,"655 Wiley Cove Georgestad, NY 58382",47479576,caseymeagan@gmail.com,<memory at 0x11df0e140>,0
575774,Recibo,1929524,67709263,2015-08-18,45.61,29856.56,Pendiente,cliente,Tracey Williams,Pasaporte,163037910214222,"0087 Megan Coves Apt. 583 Alanport, SC 91446",31629164,harringtonjason@yahoo.com,Emily Simpson,DNI,140984153464315,"6391 Miguel Point North Jenniferborough, MN 83600",+1-921-6,stephenbright@yahoo.com,<memory at 0x11df3d780>,0
658654,Factura,7818457,83301616,2017-04-30,56.13,23826.48,En proceso,cliente,Tracey Williams,Pasaporte,163037910214222,"0087 Megan Coves Apt. 583 Alanport, SC 91446",31629164,harringtonjason@yahoo.com,Faith Mccormick,Pasaporte,150247240799160,USCGC Ortiz FPO AA 97980,850-785-,ruben14@hotmail.com,<memory at 0x11df20340>,1
519082,Recibo,1215453,17343445,2017-03-22,3.89,78248.13,Pendiente,cliente,Margaret Mcneil,Tarjeta Residencia,137040150762002,"1432 Stone Mountain Carriefurt, IN 19322",+1-360-2,ashleymassey@gmail.com,Faith Mccormick,Pasaporte,150247240799160,USCGC Ortiz FPO AA 97980,850-785-,ruben14@hotmail.com,<memory at 0x11df20340>,1
786724,Recibo,4553029,84525395,2019-10-10,68.67,62754.55,Cancelada,cliente,Walter Vasquez,NIE,168124082527026,"061 Stevens Turnpike Apt. 090 Robertbury, TN 85304",001-371-,jason44@gmail.com,Kristina Scott,NIE,169495617869814,"5689 Richard Island Apt. 220 Josephburgh, KY 32963",213-927-,courtney88@hotmail.com,<memory at 0x11df71c00>,0
186263,Boleta de Venta,8724361,25329553,2023-01-19,53.01,18575.62,Reembolsada,cliente,Walter Vasquez,NIE,168124082527026,"061 Stevens Turnpike Apt. 090 Robertbury, TN 85304",001-371-,jason44@gmail.com,Robin Gomez,NIE,102165697988277,"764 Deborah Loaf New Michelleview, TX 50212",001-201-,pparrish@yahoo.com,<memory at 0x11df49e40>,1
190757,Nota de Débito,3864906,77054294,2018-03-13,19.45,16756.55,Cancelada,cliente,Brent Welch,NIE,192732441834358,"699 Amy Mountain Suite 212 Lake Kevinchester, IL 14053",691.519.,justinwebb@gmail.com,Seth Schwartz,NIE,135771886058430,"0109 Stacey Fords Apt. 554 West Deniseton, MT 50099",001-402-,ostuart@gmail.com,<memory at 0x11df20580>,1
907555,Recibo,1800525,42260822,2023-02-28,4.73,54334.4,En proceso,cliente,Joseph Burns,Tarjeta Residencia,180825777381611,"5469 Joshua Garden South Nicoleville, NH 89157",610-583-,lwilliams@gmail.com,Joel Hall,Pasaporte,112004789981231,"806 Matthew Mountain Kingburgh, LA 43780",329.238.,escott@gmail.com,<memory at 0x11defc040>,0
835875,Factura,6422863,37243224,2015-06-07,43.73,16428.52,Cancelada,cliente,Karen Harris,Pasaporte,161274391148391,"6286 Hall Meadows Apt. 386 Mitchellfort, PA 55300",+1-813-6,andrewmunoz@yahoo.com,Scott Fernandez,NIE,101678542321874,"057 Moody Locks Port Williamhaven, MI 06762",(534)752,kenneth05@yahoo.com,<memory at 0x11df00040>,1
185760,Nota de Débito,4095367,53648782,2016-08-31,79.29,13172.46,Reembolsada,cliente,Scott Smith,Pasaporte,103838300028857,"9332 Jesse Field New Larryton, AS 93709",(970)664,rcarson@gmail.com,Scott Fernandez,NIE,101678542321874,"057 Moody Locks Port Williamhaven, MI 06762",(534)752,kenneth05@yahoo.com,<memory at 0x11df00040>,1
446154,Ticket de Venta,2152108,24635060,2021-08-28,28.37,97257.23,Pendiente,cliente,Karen Harris,Pasaporte,161274391148391,"6286 Hall Meadows Apt. 386 Mitchellfort, PA 55300",+1-813-6,andrewmunoz@yahoo.com,Rachel Baker,Pasaporte,131793131726896,"34944 Kennedy Station Santiagoland, WY 90070",001-812-,parksgeorge@gmail.com,<memory at 0x11defc100>,0
888658,Nota de Débito,3256136,41846608,2015-10-05,3.04,27044.77,En proceso,cliente,Karen Harris,Pasaporte,161274391148391,"6286 Hall Meadows Apt. 386 Mitchellfort, PA 55300",+1-813-6,andrewmunoz@yahoo.com,Timothy Harmon,Pasaporte,178721492950652,"878 Eugene Extension Jonathanchester, MH 35963",+1-971-9,angela83@gmail.com,<memory at 0x11df487c0>,1
530730,Ticket de Venta,4045136,49951060,2015-12-16,18.79,22634.83,Completada,cliente,Kaitlyn Ochoa,Tarjeta Residencia,147270471814048,USS Owens FPO AA 76220,501-590-,dunnkylie@yahoo.com,Natalie Bradford,DNI,145998604700073,"6287 Amanda Inlet Apt. 046 East Emilyton, AS 00853",944.471.,wilsonsteven@gmail.com,<memory at 0x11df0c880>,1
754088,Recibo,4211164,47745507,2023-09-30,40.57,23655.29,Cancelada,cliente,Kaitlyn Ochoa,Tarjeta Residencia,147270471814048,USS Owens FPO AA 76220,501-590-,dunnkylie@yahoo.com,Dominique Gonzalez,Pasaporte,114897591947400,"0569 Bartlett Summit Apt. 844 New Judithland, NM 23908",001-201-,loriflores@gmail.com,<memory at 0x11defdf00>,1
767635,Nota de Débito,7337583,23821933,2023-10-22,70.09,73595.55,Reembolsada,cliente,Brenda Wolfe,Tarjeta Residencia,126727956750375,USNV Schultz FPO AP 27525,001-498-,taylor49@yahoo.com,Dominique Gonzalez,Pasaporte,114897591947400,"0569 Bartlett Summit Apt. 844 New Judithland, NM 23908",001-201-,loriflores@gmail.com,<memory at 0x11defdf00>,1
128523,Nota de Crédito,2434540,14675425,2022-02-19,23.5,57201.35,Completada,cliente,Margaret Mcneil,Tarjeta Residencia,137040150762002,"1432 Stone Mountain Carriefurt, IN 19322",+1-360-2,ashleymassey@gmail.com,Dominique Gonzalez,Pasaporte,114897591947400,"0569 Bartlett Summit Apt. 844 New Judithland, NM 23908",001-201-,loriflores@gmail.com,<memory at 0x11defdf00>,1
453778,Nota de Crédito,5092502,96050349,2021-08-12,61.62,5956.09,Completada,cliente,Kaitlyn Ochoa,Tarjeta Residencia,147270471814048,USS Owens FPO AA 76220,501-590-,dunnkylie@yahoo.com,Jessica Smith,NIE,147638509931884,USNS Moses FPO AP 23507,(256)803,kjackson@gmail.com,<memory at 0x11df35d80>,0
851866,Ticket de Venta,4915083,27834260,2017-08-01,85.41,10661.34,En proceso,cliente,Kaitlyn Ochoa,Tarjeta Residencia,147270471814048,USS Owens FPO AA 76220,501-590-,dunnkylie@yahoo.com,Troy Kennedy,DNI,106556988219568,"29459 Jimenez Island Apt. 094 Sharonville, WY 02919",796.606.,burnettian@gmail.com,<memory at 0x11deff1c0>,1
526639,Nota de Débito,9740631,77748575,2022-05-29,56.03,58500.1,En proceso,cliente,Kevin Moore,NIE,109369931636728,"3799 Smith Station Lake Peter, KS 14811",+1-324-9,michaelgriffin@hotmail.com,Adam Carter,Pasaporte,160860075775369,"PSC 7285, Box 5706 APO AE 84545",001-454-,ystevenson@gmail.com,<memory at 0x11df36a40>,0
489775,Ticket de Venta,8190295,88865121,2018-07-11,28.07,44703.17,En proceso,cliente,Alicia Nguyen,Tarjeta Residencia,140362225193561,"58329 John Ramp Apt. 181 Harrellbury, PR 18789",604-930-,swilliams@hotmail.com,Paul Daniel,DNI,133977195092287,"93124 Betty Greens Jonathanberg, TX 84940",52992430,salinasjohn@gmail.com,<memory at 0x11df02380>,0
674701,Nota de Crédito,6644654,75658168,2019-02-01,41.62,65807.91,Reembolsada,cliente,Jeanette Rodriguez,Pasaporte,158113017625856,"15330 Joe Ridges Apt. 908 Johnsonport, ND 22180",346.556.,austinjones@gmail.com,Paul Daniel,DNI,133977195092287,"93124 Betty Greens Jonathanberg, TX 84940",52992430,salinasjohn@gmail.com,<memory at 0x11df02380>,0
932146,Boleta de Venta,6482268,43483492,2023-08-10,19.84,32604.84,Pendiente,cliente,Tina Moore,Tarjeta Residencia,102201911571100,"5457 Leslie Flat Apt. 157 New Elizabeth, GA 35317",87381006,tim86@gmail.com,Robin Garcia,DNI,138720328366443,"573 Serrano Prairie Hillland, GU 80441",549.509.,brookewebb@yahoo.com,<memory at 0x11df03400>,1
502068,Ticket de Venta,9275741,95332708,2022-02-09,61.34,46113.54,En proceso,cliente,Alexander Graham,Pasaporte,148581442863515,"7561 Moore Motorway Lake Brandonland, ME 31392",486-466-,scott66@yahoo.com,Ashley Jackson,NIE,186790681712570,"9197 David Road Suite 925 North Brian, VA 39453",(494)594,amandalewis@gmail.com,<memory at 0x11df70640>,1
398101,Boleta de Venta,2777917,61389648,2022-09-21,37.13,30485.44,Completada,cliente,Alexander Graham,Pasaporte,148581442863515,"7561 Moore Motorway Lake Brandonland, ME 31392",486-466-,scott66@yahoo.com,Ruth Nguyen,DNI,152019457650861,"254 Luke Lodge Apt. 931 North Kimberlyton, DC 37867",819.854.,markhill@yahoo.com,<memory at 0x11defef80>,1
242910,Recibo,5549271,47004910,2020-11-15,54.99,19513.07,Reembolsada,cliente,Alexander Graham,Pasaporte,148581442863515,"7561 Moore Motorway Lake Brandonland, ME 31392",486-466-,scott66@yahoo.com,Tammy Brown,Pasaporte,108117681880789,"266 Miller Prairie Suite 586 West Williambury, AR 32175",248.353.,iperry@hotmail.com,<memory at 0x11df4a740>,0
483639,Nota de Débito,5488993,39913837,2017-03-15,87.02,22045.98,Cancelada,cliente,Bailey Young,Tarjeta Residencia,103488744947204,"987 Richard Bypass West Jeffreytown, AR 14767",(537)917,leekimberly@yahoo.com,Nathan Rich,DNI,153407974813723,"9846 David Divide Apt. 229 Port Troy, FL 47754",311.340.,howarddavid@yahoo.com,<memory at 0x11dd22e00>,0
809283,Nota de Débito,1548644,71811441,2017-12-26,82.71,9530.06,Completada,cliente,Nancy Williams,NIE,173644311713398,"586 Michael Brook Suite 861 Burkebury, CO 07457",212.571.,john12@yahoo.com,Briana Butler,DNI,134208336425434,"138 Erica Meadows Apt. 264 Tamifort, PR 72481",376.387.,mason89@gmail.com,<memory at 0x11df0d840>,1
592512,Ticket de Venta,4381326,50639527,2022-03-29,55.78,71183.09,Cancelada,cliente,Tim Cline,NIE,196278526133131,Unit 1591 Box 4860 DPO AE 27684,(807)886,christopherross@hotmail.com,Briana Butler,DNI,134208336425434,"138 Erica Meadows Apt. 264 Tamifort, PR 72481",376.387.,mason89@gmail.com,<memory at 0x11df0d840>,1
475597,Nota de Crédito,3426819,52902422,2018-08-18,92.35,40137.23,Pendiente,cliente,Nancy Williams,NIE,173644311713398,"586 Michael Brook Suite 861 Burkebury, CO 07457",212.571.,john12@yahoo.com,Laurie Donaldson,DNI,155969558853103,"938 Aguilar Brook Suite 630 Patriciamouth, PW 56628",+1-542-2,carterjames@hotmail.com,<memory at 0x11df3d6c0>,0
490502,Factura,1291289,74853387,2018-06-26,35.03,78949.34,Reembolsada,cliente,Crystal Cherry,Pasaporte,123266569265972,"0370 Ayala Hills Suite 641 Jasonville, WA 52305",34330681,agarrett@hotmail.com,Laurie Donaldson,DNI,155969558853103,"938 Aguilar Brook Suite 630 Patriciamouth, PW 56628",+1-542-2,carterjames@hotmail.com,<memory at 0x11df3d6c0>,0
872237,Nota de Crédito,8611603,90599211,2022-09-27,2.55,99906.31,Completada,cliente,Brandy Schmidt,NIE,118352034079882,"274 Troy Expressway Davidborough, NM 98684",+1-820-2,riosmicheal@gmail.com,Laurie Donaldson,DNI,155969558853103,"938 Aguilar Brook Suite 630 Patriciamouth, PW 56628",+1-542-2,carterjames@hotmail.com,<memory at 0x11df3d6c0>,0
760145,Nota de Débito,9808230,97923459,2016-04-11,42.96,56391.27,Completada,cliente,Robert Barry,NIE,165859516479877,"4568 Carol Causeway Apt. 145 Josephfort, WV 12811",919-689-,ijackson@gmail.com,Zachary Bell,DNI,110114435995105,Unit 7836 Box 4464 DPO AE 68525,(222)970,phall@yahoo.com,<memory at 0x11df3cc40>,1
192862,Recibo,9392496,46690701,2015-01-27,72.78,12125.1,En proceso,cliente,Taylor Benton,Pasaporte,150387259744829,"786 Douglas Tunnel Apt. 449 Pamelamouth, DE 35989",300.803.,gonzalezjane@hotmail.com,Mariah Carpenter,DNI,116945342461436,"50312 Willie Village Apt. 357 East Shannon, NY 62064",943.467.,fwilliams@gmail.com,<memory at 0x11df3d840>,0
366124,Nota de Débito,1990154,90844686,2022-01-23,82.87,65873.02,Completada,cliente,Taylor Benton,Pasaporte,150387259744829,"786 Douglas Tunnel Apt. 449 Pamelamouth, DE 35989",300.803.,gonzalezjane@hotmail.com,Anna Huber,Pasaporte,137738066629781,"380 Meadows Haven Lake Steven, SC 35977",(625)734,crosslaura@gmail.com,<memory at 0x11df29240>,0
676194,Nota de Débito,8296824,68276629,2018-09-10,39.29,49830.65,Cancelada,cliente,Joshua Harrison,Tarjeta Residencia,164661086416360,"5131 Crystal Rapid Michelleborough, DC 55453",47782460,xmiller@hotmail.com,Edward Ortiz,NIE,199352676777661,"89619 Hall Throughway Bellside, VT 01570",(696)411,duranangela@gmail.com,<memory at 0x11df4a380>,0
814444,Recibo,8852814,14249332,2016-12-02,9.68,26976.88,En proceso,cliente,Judy James,Tarjeta Residencia,119533225480865,"5943 Reese Islands Apt. 250 East Benjamin, AR 18661",001-923-,ckelly@hotmail.com,Edward Ortiz,NIE,199352676777661,"89619 Hall Throughway Bellside, VT 01570",(696)411,duranangela@gmail.com,<memory at 0x11df4a380>,0
391125,Recibo,3373005,30623701,2023-09-25,51.37,1309.15,Pendiente,cliente,Joshua Harrison,Tarjeta Residencia,164661086416360,"5131 Crystal Rapid Michelleborough, DC 55453",47782460,xmiller@hotmail.com,Carrie Rhodes,NIE,184385456281347,"61308 Ingram Ville East Crystalburgh, WY 06726",936.721.,christopher47@gmail.com,<memory at 0x11df4ba00>,0
868709,Ticket de Venta,8477055,18004376,2016-03-07,71.48,93995.81,Reembolsada,cliente,Tami Howard,NIE,127463541618403,"059 Carrillo Highway South Juliaton, KS 33397",947-811-,christianmartha@hotmail.com,Fernando Carpenter,Pasaporte,173029005458203,USNV Guerrero FPO AE 64541,(272)468,johnsonjoanne@yahoo.com,<memory at 0x11df1cac0>,0
520543,Boleta de Venta,1270143,24283545,2019-06-09,26.22,90375.07,Completada,cliente,Matthew Daniels,Pasaporte,177780834578092,"627 Joshua Court Suite 249 Lake Eddieland, WY 13746",001-972-,jimenezholly@yahoo.com,Michelle Moore,DNI,114839921206941,"08056 Terrence Isle Apt. 230 North Randallberg, NH 58056",001-726-,sharon33@hotmail.com,<memory at 0x11df49540>,0
710128,Nota de Crédito,2991558,60997069,2021-02-13,36.72,381.75,En proceso,cliente,Lauren Carlson,DNI,154390654845354,"066 Anthony Overpass Suite 900 Dawnton, PA 50047",52123073,noah61@yahoo.com,Michelle Moore,DNI,114839921206941,"08056 Terrence Isle Apt. 230 North Randallberg, NH 58056",001-726-,sharon33@hotmail.com,<memory at 0x11df49540>,0
915815,Boleta de Venta,3656065,41181593,2015-10-08,81.61,29107.55,Pendiente,cliente,Crystal Morales,Pasaporte,169670602376745,"9142 Vaughn Point Suite 324 Port Cindyfurt, SD 59913",(564)426,roththomas@hotmail.com,Aaron Ho,DNI,173225161149028,"628 Lane Track Suite 539 Hallton, GU 16559",282.828.,mary38@hotmail.com,<memory at 0x11df14340>,0
341644,Factura,6434404,18630246,2016-02-10,32.91,6756.86,Reembolsada,cliente,Crystal Morales,Pasaporte,169670602376745,"9142 Vaughn Point Suite 324 Port Cindyfurt, SD 59913",(564)426,roththomas@hotmail.com,Michael Perez,DNI,103083342955841,"376 Kyle Knoll Apt. 183 Chelseashire, MH 68819",201.230.,omarlopez@hotmail.com,<memory at 0x11df353c0>,0
764317,Nota de Débito,6291921,32770518,2020-11-04,73.53,27539.44,Reembolsada,cliente,Joy Cardenas,DNI,125425285236991,"9908 Rodgers Crossroad Apt. 034 Carterview, MP 40367",651-317-,carlos46@hotmail.com,Michael Perez,DNI,103083342955841,"376 Kyle Knoll Apt. 183 Chelseashire, MH 68819",201.230.,omarlopez@hotmail.com,<memory at 0x11df353c0>,0
416105,Recibo,2478470,31836573,2015-10-07,62.51,91200.53,Cancelada,cliente,James Buchanan,Tarjeta Residencia,143008931780483,"33652 Baker Fort Apt. 498 Richardshire, HI 34845",979.809.,lfranklin@yahoo.com,Jesse Cook,DNI,139272937930841,"070 Michele Via West Deanport, MP 99242",931.486.,lijeffrey@gmail.com,<memory at 0x11defd000>,1
336236,Boleta de Venta,6220167,48976287,2015-12-13,93.25,78275.62,Cancelada,cliente,Carla Mays,NIE,106383154766239,"PSC 1487, Box 2839 APO AP 87574",+1-236-5,donaldsonbrian@yahoo.com,Todd Franklin,DNI,115341811223923,"76340 Hannah Harbors Johnsonfurt, AZ 03811",001-487-,probbins@hotmail.com,<memory at 0x11df35fc0>,1
392574,Nota de Débito,4625755,70278523,2023-11-19,5.69,74957.89,Cancelada,cliente,Carla Mays,NIE,106383154766239,"PSC 1487, Box 2839 APO AP 87574",+1-236-5,donaldsonbrian@yahoo.com,Brandon Morales,DNI,173539491064915,"887 Dean Crossroad Suite 183 Lake Justin, HI 32175",(723)523,charlesthompson@gmail.com,<memory at 0x11df23ac0>,0
917869,Factura,2097544,26782113,2015-11-14,58.15,43029.93,Cancelada,cliente,Zachary Johnston,Tarjeta Residencia,163161282222870,"2743 Brandon Islands Apt. 984 West Jimmy, AS 45787",(827)374,tara14@gmail.com,Ellen Walker,NIE,165568190161287,"9342 Nicholas Circle Apt. 754 Nicholsview, MD 76511",(482)798,baldwinmarcus@yahoo.com,<memory at 0x11df03c40>,0
595934,Nota de Débito,7149535,60205037,2023-02-02,54.51,57329.93,Cancelada,cliente,Zachary Johnston,Tarjeta Residencia,163161282222870,"2743 Brandon Islands Apt. 984 West Jimmy, AS 45787",(827)374,tara14@gmail.com,Alexandria Lane,NIE,144282484455859,"4087 Gardner Park Robertville, OR 16901",001-545-,landrade@gmail.com,<memory at 0x11df0cb80>,1
487788,Ticket de Venta,7182729,44052899,2022-07-11,22.97,86563.38,Pendiente,cliente,Ashley Beck,Tarjeta Residencia,186649482920050,"7100 Kane Valleys Suite 092 Myersbury, UT 69220",(380)845,wellsdaniel@yahoo.com,Jill Ayers,Pasaporte,134315805007773,"948 Mack Plain Suite 738 New Scottfurt, AL 58431",355.653.,annenavarro@yahoo.com,<memory at 0x11df5fdc0>,1
117144,Boleta de Venta,1993166,52642252,2022-03-23,84.17,34303.27,En proceso,cliente,Ashley Beck,Tarjeta Residencia,186649482920050,"7100 Kane Valleys Suite 092 Myersbury, UT 69220",(380)845,wellsdaniel@yahoo.com,Jesse Oneal,NIE,130854137854755,Unit 0800 Box 3608 DPO AP 42859,553-697-,ylucero@gmail.com,<memory at 0x11df1cdc0>,0
893905,Boleta de Venta,2565111,13765612,2022-06-12,32.46,83372.05,Completada,cliente,Ashley Beck,Tarjeta Residencia,186649482920050,"7100 Kane Valleys Suite 092 Myersbury, UT 69220",(380)845,wellsdaniel@yahoo.com,Jessica Jones,NIE,122418653487215,"079 Lee Road North Kellyport, MA 84740",+1-883-6,michael23@yahoo.com,<memory at 0x11defd600>,0
487791,Ticket de Venta,8188298,80865700,2017-09-23,16.15,77018.78,Completada,cliente,Connie Barrett,Tarjeta Residencia,157038891569063,"25289 Adams Prairie Apt. 854 Clarkborough, CT 02458",(926)712,brandonadams@yahoo.com,William Lopez,DNI,113157088389658,"70104 Hernandez Ranch Apt. 330 West Ryan, WV 52771",26784833,amartinez@gmail.com,<memory at 0x11df0ed40>,1
510316,Nota de Débito,3938699,15927716,2019-11-09,44.48,96401.0,Reembolsada,cliente,Karen Smith MD,Tarjeta Residencia,119416688756847,"6280 Morales Ford Apt. 581 Bradleyhaven, SD 06764",921-305-,brianruiz@hotmail.com,Amber Wilson,Pasaporte,191225897304691,"63014 Jamie Pike Suite 736 North Kyle, WI 38075",388-959-,xfernandez@yahoo.com,<memory at 0x11df147c0>,0
182641,Recibo,9853325,94423460,2017-01-17,47.16,10724.41,En proceso,cliente,Alexander Castillo,Pasaporte,101091377399526,"019 Bailey Camp Suite 259 Cookhaven, NV 01692",+1-947-9,kmoore@yahoo.com,Dylan Boyd,NIE,163910279792084,"49523 Banks Shore Suite 864 West Jamesview, SC 88090",(544)203,herreralisa@hotmail.com,<memory at 0x11df3c700>,1
226165,Nota de Débito,2661273,36666272,2015-06-04,78.64,14211.19,Reembolsada,cliente,Alexander Castillo,Pasaporte,101091377399526,"019 Bailey Camp Suite 259 Cookhaven, NV 01692",+1-947-9,kmoore@yahoo.com,Brooke Short,NIE,175822769108345,"62711 Russell Squares Suite 575 East Wayneberg, AR 26357",966-414-,gharris@gmail.com,<memory at 0x11df365c0>,0
712324,Recibo,3124829,42946145,2019-02-24,70.31,12493.31,Pendiente,cliente,Alexander Castillo,Pasaporte,101091377399526,"019 Bailey Camp Suite 259 Cookhaven, NV 01692",+1-947-9,kmoore@yahoo.com,Suzanne Mccullough,Pasaporte,196748085392616,"2146 Keith Mountains Apt. 097 Choimouth, MP 16747",+1-922-7,taylorlarry@gmail.com,<memory at 0x11df2b280>,1
221559,Ticket de Venta,5220771,56267187,2015-06-25,58.54,48075.31,Cancelada,cliente,Brenda Wolfe,Tarjeta Residencia,126727956750375,USNV Schultz FPO AP 27525,001-498-,taylor49@yahoo.com,Antonio Parker,NIE,131954482812921,"18453 Rogers Common Elizabethborough, DE 43809",001-206-,lindsey08@yahoo.com,<memory at 0x11df71cc0>,0
791983,Boleta de Venta,3782030,35734935,2016-07-04,78.48,3929.11,Cancelada,cliente,Karen Wilson,Tarjeta Residencia,191665466545480,USNS Frazier FPO AE 31947,+1-502-8,bennettemily@hotmail.com,Antonio Parker,NIE,131954482812921,"18453 Rogers Common Elizabethborough, DE 43809",001-206-,lindsey08@yahoo.com,<memory at 0x11df71cc0>,0
266614,Ticket de Venta,8784291,22606261,2015-10-01,90.54,73177.32,En proceso,cliente,Alice Anderson,Pasaporte,127279728404654,"46959 Stanley Well New Tylerport, MT 63164",(793)914,robin95@yahoo.com,Shari Murray,Pasaporte,119745145236641,"729 Joshua Mills New Daltonhaven, MP 40974",300.440.,kristinechase@hotmail.com,<memory at 0x11df296c0>,0
149120,Factura,3696219,51596890,2019-07-04,75.13,24083.25,Reembolsada,cliente,Alice Anderson,Pasaporte,127279728404654,"46959 Stanley Well New Tylerport, MT 63164",(793)914,robin95@yahoo.com,Richard Russell,DNI,142520477318991,"3292 Kim Fork Port William, MH 30407",(941)710,vnelson@gmail.com,<memory at 0x11df5dcc0>,1
119160,Nota de Crédito,1761703,69990841,2018-05-06,1.34,5432.92,Reembolsada,cliente,Karen Taylor,NIE,120038601036367,"0083 Baker Island Apt. 445 Smithstad, VI 86633",001-532-,solissavannah@gmail.com,Justin Maldonado MD,Pasaporte,186608195265736,"92434 Denise River Thomastown, ME 76168",910-807-,christinajacobson@gmail.com,<memory at 0x11df2a2c0>,1
492299,Nota de Crédito,7447348,11045707,2017-12-15,26.87,79819.79,Reembolsada,cliente,Karen Taylor,NIE,120038601036367,"0083 Baker Island Apt. 445 Smithstad, VI 86633",001-532-,solissavannah@gmail.com,Joseph Simmons,DNI,160270278742016,"798 Flores Inlet South Richard, KS 94909",(976)205,youngryan@hotmail.com,<memory at 0x11dd237c0>,0
214879,Nota de Crédito,5156688,35110738,2018-10-02,38.45,41145.44,Reembolsada,cliente,Rebecca Schmidt,Pasaporte,141735793677117,"02484 Jenna Underpass West Manuel, CA 16896",(788)372,joelferguson@gmail.com,Joseph Simmons,DNI,160270278742016,"798 Flores Inlet South Richard, KS 94909",(976)205,youngryan@hotmail.com,<memory at 0x11dd237c0>,0
